image_name,success_attempt,status,total_time_seconds
frame_00472.png,1,success,105.841
frame_00471.png,1,success,105.0814
frame_00469.png,1,success,101.8634
frame_00484.png,1,success,76.7793
frame_00489.png,1,success,76.7706
frame_00458.png,1,success,105.1387
frame_00468.png,1,success,101.0697
frame_00465.png,1,success,104.5336
frame_00485.png,1,success,76.6712
frame_00463.png,1,success,104.0949
frame_00475.png,1,success,88.6743
frame_00482.png,1,success,76.7524
frame_00476.png,1,success,84.7141
frame_00462.png,1,success,92.5747
frame_00483.png,1,success,76.6002
frame_00473.png,1,success,104.0887
frame_00481.png,1,success,83.2779
frame_00467.png,1,success,100.8191
frame_00460.png,1,success,96.9526
frame_00480.png,1,success,83.2172
frame_00487.png,1,success,76.2883
frame_00474.png,1,success,100.971
frame_00479.png,1,success,83.1109
frame_00466.png,1,success,100.5684
frame_00461.png,1,success,96.7936
frame_00488.png,1,success,76.1183
frame_00456.png,1,success,93.3398
frame_00477.png,1,success,82.9551
frame_00459.png,1,success,100.4375
frame_00452.png,1,success,104.6666
frame_00455.png,1,success,96.4209
frame_00444.png,1,success,92.8216
frame_00470.png,1,success,99.9236
frame_00446.png,1,success,112.13
frame_00447.png,1,success,104.0077
frame_00457.png,1,success,108.1172
frame_00464.png,1,success,111.8493
frame_00450.png,1,success,103.8189
frame_00453.png,1,success,108.4487
frame_00478.png,1,success,82.8494
frame_00448.png,1,success,96.665
frame_00445.png,1,success,99.9505
frame_00486.png,1,success,76.1607
frame_00443.png,1,success,96.8301
frame_00449.png,1,success,96.604
frame_00442.png,1,success,100.4203
frame_00451.png,1,success,100.0005
frame_00439.png,1,success,93.0363
frame_00436.png,1,success,88.6783
frame_00438.png,1,success,92.3309
frame_00437.png,1,success,84.6132
frame_00454.png,1,success,104.3805
frame_00440.png,1,success,100.3204
frame_00441.png,1,success,104.5599
frame_00435.png,1,success,92.817
frame_00428.png,1,success,100.4274
frame_00427.png,1,success,108.2352
frame_00432.png,1,success,88.8605
frame_00426.png,1,success,96.4033
frame_00431.png,1,success,92.9682
frame_00430.png,1,success,93.7548
frame_00429.png,1,success,100.8125
frame_00425.png,1,success,96.4956
frame_00433.png,1,success,92.2739
frame_00434.png,1,success,92.0999
frame_00419.png,1,success,79.6342
frame_00418.png,1,success,76.6103
frame_00422.png,1,success,93.3101
frame_00417.png,1,success,76.3539
frame_00420.png,1,success,83.0809
frame_00421.png,1,success,93.0147
frame_00416.png,1,success,76.3594
frame_00423.png,1,success,86.3139
frame_00413.png,1,success,76.1019
frame_00415.png,1,success,76.2421
frame_00412.png,1,success,76.6796
frame_00410.png,1,success,82.5933
frame_00406.png,1,success,83.3922
frame_00424.png,1,success,96.4162
frame_00404.png,1,success,88.6261
frame_00409.png,1,success,76.498
frame_00414.png,1,success,76.1722
frame_00402.png,1,success,90.1158
frame_00407.png,1,success,79.6534
frame_00400.png,1,success,100.2312
frame_00396.png,1,success,90.0599
frame_00397.png,1,success,96.3537
frame_00392.png,1,success,92.4238
frame_00398.png,1,success,96.4596
frame_00411.png,1,success,79.7351
frame_00394.png,1,success,96.2324
